**diffusionSelector:** Diffusion term-type selector: 0=none; 1=constant; 2=scalar turbulent-diffusivity, 0, 1, 0, O
**nu_0:** Constant diffusivity used when diffusionSelector=1, 0, FLT_MAX, 1.0, O
